session_uid,subject_id,session_number,is_practice,source_file,matlab_variable,sex_recorded,n_stored_trials,n_responses,n_counter_raw,feedback_condition,planned_signaled_code,sigma,stimulus_variance,n_hazard_blocks,hazard_block_lengths,Hset_raw,Hset_corrected,tau_raw,hazard_reciprocal_corrected,Hset_reciprocal_corrected,Hset_schedule_matches,reward_raw,penalty_raw,sessionstart_matlab_datenum,session_ind_file_raw,planned_parameters_raw,cp_matches_source_switch,r_matches_source_run,source_left_x,source_left_y,source_right_x,source_right_y
AC:data1,AC,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AC.mat,data1,f,2000,2000,2000,signaled,1,10.0,100.0,5,"(400, 400, 400, 400, 400)","[[0.7, 0.1, 0.8999999999999999, 0.3, 0.5], [0.7, 0.1, 0.8999999999999999, 0.3, 0.5]]","[[0.7, 0.1, 0.8999999999999999, 0.3, 0.5], [0.7, 0.1, 0.8999999999999999, 0.3, 0.5]]","[[1.4285714285714286, 10.0, 1.1111111111111112, 3.3333333333333335, 2.0], [1.4285714285714286, 10.0, 1.1111111111111112, 3.3333333333333335, 2.0]]",False,False,True,,,,7,"{'tau': array([[ 1.42857143, 10.        ,  1.11111111,  3.33333333,  2.        ],
       [ 1.42857143, 10.        ,  1.11111111,  3.33333333,  2.        ]]), 'signaled': 1, 'sigma': 10, 'Hset': array([[0.7, 0.1, 0.9, 0.3, 0.5],
       [0.7, 0.1, 0.9, 0.3, 0.5]]), 'reward': array([], dtype=float64), 'penalty': array([], dtype=float64)}",True,True,34.5,27.0,64.5,27.0
AC:data2,AC,2,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AC.mat,data2,f,2000,2000,2000,signaled,1,12.24744871391589,150.0,5,"(400, 400, 400, 400, 400)","[[0.1, 0.8999999999999999, 0.5, 0.3, 0.7], [0.1, 0.8999999999999999, 0.5, 0.3, 0.7]]","[[0.1, 0.8999999999999999, 0.5, 0.3, 0.7], [0.1, 0.8999999999999999, 0.5, 0.3, 0.7]]","[[10.0, 1.1111111111111112, 2.0, 3.3333333333333335, 1.4285714285714286], [10.0, 1.1111111111111112, 2.0, 3.3333333333333335, 1.4285714285714286]]",False,False,True,,,,7,"{'tau': array([[10.        ,  1.11111111,  2.        ,  3.33333333,  1.42857143],
       [10.        ,  1.11111111,  2.        ,  3.33333333,  1.42857143]]), 'signaled': 1, 'sigma': 12.24744871391589, 'Hset': array([[0.1, 0.9, 0.5, 0.3, 0.7],
       [0.1, 0.9, 0.5, 0.3, 0.7]]), 'reward': array([], dtype=float64), 'penalty': array([], dtype=float64)}",True,True,34.5,27.0,64.5,27.0
AC:data3,AC,3,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AC.mat,data3,f,2000,2000,2000,mixed,2,10.0,100.0,2,"(1000, 1000)","[[0.1, 0.05], [0.1, 0.05]]","[[0.1, 0.05], [0.1, 0.05]]","[[10, 20], [10, 20]]",False,False,True,,,,7,"{'tau': array([[10, 20],
       [10, 20]], dtype=uint8), 'signaled': 2, 'sigma': 10, 'Hset': array([[0.1 , 0.05],
       [0.1 , 0.05]]), 'reward': array([], dtype=float64), 'penalty': array([], dtype=float64)}",True,True,34.5,27.0,64.5,27.0
AC:data4,AC,4,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AC.mat,data4,f,2000,2000,2000,mixed,2,12.24744871391589,150.0,2,"(1000, 1000)","[[0.1, 0.8999999999999999], [0.1, 0.8999999999999999]]","[[0.1, 0.8999999999999999], [0.1, 0.8999999999999999]]","[[10.0, 1.1111111111111112], [10.0, 1.1111111111111112]]",False,False,True,,,,7,"{'tau': array([[10.        ,  1.11111111],
       [10.        ,  1.11111111]]), 'signaled': 2, 'sigma': 12.24744871391589, 'Hset': array([[0.1, 0.9],
       [0.1, 0.9]]), 'reward': array([], dtype=float64), 'penalty': array([], dtype=float64)}",True,True,34.5,27.0,64.5,27.0
AC:data5_practice,AC,5,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AC.mat,data5_practice,f,120,120,120,unsignaled,0,10.0,100.0,2,"(60, 60)","[[0.95, 0.1], [0.95, 0.1]]","[[0.95, 0.1], [0.95, 0.1]]",[],False,False,True,2.0,20.0,735431.5849272112,7,"{'tau': array([], dtype=float64), 'signaled': 0, 'sigma': 10, 'Hset': array([[0.95, 0.1 ],
       [0.95, 0.1 ]]), 'reward': 2, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AC:data5,AC,5,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AC.mat,data5,f,2000,2000,2000,unsignaled,0,10.0,100.0,2,"(1000, 1000)","[[0.95, 0.1], [0.95, 0.1]]","[[0.95, 0.1], [0.95, 0.1]]",[],False,False,True,2.0,20.0,735431.5869416686,7,"{'tau': array([], dtype=float64), 'signaled': 0, 'sigma': 10, 'Hset': array([[0.95, 0.1 ],
       [0.95, 0.1 ]]), 'reward': 2, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AC:data6_practice,AC,6,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AC.mat,data6_practice,f,120,120,120,unsignaled,0,12.24744871391589,150.0,5,"(24, 24, 24, 24, 24)","[[0.5, 0.7, 0.1, 0.9, 0.3], [0.5, 0.7, 0.1, 0.9, 0.3]]","[[0.5, 0.7, 0.1, 0.9, 0.3], [0.5, 0.7, 0.1, 0.9, 0.3]]",[],False,False,True,2.0,20.0,735437.7106211078,7,"{'tau': array([], dtype=float64), 'signaled': 0, 'sigma': 12.24744871391589, 'Hset': array([[0.5, 0.7, 0.1, 0.9, 0.3],
       [0.5, 0.7, 0.1, 0.9, 0.3]]), 'reward': 2, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AC:data6,AC,6,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AC.mat,data6,f,2000,2000,2000,unsignaled,0,12.24744871391589,150.0,5,"(400, 400, 400, 400, 400)","[[0.5, 0.7, 0.1, 0.9, 0.3], [0.5, 0.7, 0.1, 0.9, 0.3]]","[[0.5, 0.7, 0.1, 0.9, 0.3], [0.5, 0.7, 0.1, 0.9, 0.3]]",[],False,False,True,2.0,20.0,735437.7123032488,7,"{'tau': array([], dtype=float64), 'signaled': 0, 'sigma': 12.24744871391589, 'Hset': array([[0.5, 0.7, 0.1, 0.9, 0.3],
       [0.5, 0.7, 0.1, 0.9, 0.3]]), 'reward': 2, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AH1:data1_practice,AH1,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AH1.mat,data1_practice,m,120,120,120,mixed,2,7.0710678118654755,50.00000000000001,2,"(60, 60)","[[0.1, 0.95], [0.1, 0.95]]","[[0.1, 0.95], [0.1, 0.95]]",[],False,False,True,1.0,20.0,735440.4650457257,3,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.1 , 0.95],
       [0.1 , 0.95]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AH1:data1,AH1,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AH1.mat,data1,m,2000,2000,2000,mixed,2,7.0710678118654755,50.00000000000001,2,"(1000, 1000)","[[0.1, 0.95], [0.1, 0.95]]","[[0.1, 0.95], [0.1, 0.95]]",[],False,False,True,1.0,20.0,735440.4680121386,3,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.1 , 0.95],
       [0.1 , 0.95]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AH1:data2_practice,AH1,2,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AH1.mat,data2_practice,m,120,120,120,signaled,1,7.0710678118654755,50.00000000000001,2,"(60, 60)","[[0.3, 0.1], [0.3, 0.1]]","[[0.3, 0.1], [0.3, 0.1]]",[],False,False,True,1.0,20.0,735441.5255059781,3,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.3, 0.1],
       [0.3, 0.1]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AH1:data2,AH1,2,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AH1.mat,data2,m,2000,2000,2000,signaled,1,7.0710678118654755,50.00000000000001,2,"(1000, 1000)","[[0.3, 0.1], [0.3, 0.1]]","[[0.3, 0.1], [0.3, 0.1]]",[],False,False,True,1.0,20.0,735441.5278610644,3,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.3, 0.1],
       [0.3, 0.1]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AJ2:data1_practice,AJ2,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AJ2.mat,data1_practice,m,120,120,120,unsignaled,0,12.24744871391589,150.0,2,"(60, 60)",,,"[[20.0, 1.0526315789473684], [20.0, 1.0526315789473684]]",False,False,,,,735416.6565907518,5,"{'tau': array([[20.        ,  1.05263158],
       [20.        ,  1.05263158]]), 'sigma': 12.24744871391589, 'signaled': 0, 'Hset': array([[0.05, 0.95],
       [0.05, 0.95]])}",True,True,34.5,28.5,64.5,28.5
AJ2:data1,AJ2,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AJ2.mat,data1,m,2000,2000,2000,unsignaled,0,12.24744871391589,150.0,2,"(1000, 1000)","[[0.05, 0.9500000000000001], [0.05, 0.9500000000000001]]","[[0.05, 0.9500000000000001], [0.05, 0.9500000000000001]]","[[20.0, 1.0526315789473684], [20.0, 1.0526315789473684]]",False,False,True,,,735416.6590161497,5,"{'tau': array([[20.        ,  1.05263158],
       [20.        ,  1.05263158]]), 'sigma': 12.24744871391589, 'signaled': 0, 'Hset': array([[0.05, 0.95],
       [0.05, 0.95]])}",True,True,34.5,28.5,64.5,28.5
AJ2:data2_practice,AJ2,2,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AJ2.mat,data2_practice,m,120,120,120,signaled,1,12.24744871391589,150.0,2,"(60, 60)","[[0.05, 0.95], [0.05, 0.95]]","[[0.05, 0.95], [0.05, 0.95]]",[],False,False,True,,,735423.712842536,5,"{'tau': array([], dtype=float64), 'sigma': 12.24744871391589, 'signaled': 1, 'Hset': array([[0.05, 0.95],
       [0.05, 0.95]])}",True,True,34.5,28.5,64.5,28.5
AJ2:data2,AJ2,2,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AJ2.mat,data2,m,2000,2000,2000,signaled,1,12.24744871391589,150.0,2,"(1000, 1000)","[[0.05, 0.95], [0.05, 0.95]]","[[0.05, 0.95], [0.05, 0.95]]",[],False,False,True,,,735423.7157364215,5,"{'tau': array([], dtype=float64), 'sigma': 12.24744871391589, 'signaled': 1, 'Hset': array([[0.05, 0.95],
       [0.05, 0.95]])}",True,True,34.5,28.5,64.5,28.5
AJ2:data3_practice,AJ2,3,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AJ2.mat,data3_practice,m,120,120,120,unsignaled,0,12.24744871391589,150.0,5,"(24, 24, 24, 24, 24)","[[0.3, 0.7, 0.9, 0.5, 0.1], [0.3, 0.7, 0.9, 0.5, 0.1]]","[[0.3, 0.7, 0.9, 0.5, 0.1], [0.3, 0.7, 0.9, 0.5, 0.1]]",[],False,False,True,2.0,20.0,735424.713477916,5,"{'tau': array([], dtype=float64), 'sigma': 12.24744871391589, 'signaled': 0, 'Hset': array([[0.3, 0.7, 0.9, 0.5, 0.1],
       [0.3, 0.7, 0.9, 0.5, 0.1]])}",True,True,34.5,28.5,64.5,28.5
AJ2:data3,AJ2,3,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AJ2.mat,data3,m,2000,2000,2000,unsignaled,0,12.24744871391589,150.0,5,"(400, 400, 400, 400, 400)","[[0.3, 0.7, 0.9, 0.5, 0.1], [0.3, 0.7, 0.9, 0.5, 0.1]]","[[0.3, 0.7, 0.9, 0.5, 0.1], [0.3, 0.7, 0.9, 0.5, 0.1]]",[],False,False,True,2.0,20.0,735424.7156773718,5,"{'tau': array([], dtype=float64), 'sigma': 12.24744871391589, 'signaled': 0, 'Hset': array([[0.3, 0.7, 0.9, 0.5, 0.1],
       [0.3, 0.7, 0.9, 0.5, 0.1]])}",True,True,34.5,28.5,64.5,28.5
AJ2:data4_practice,AJ2,4,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AJ2.mat,data4_practice,m,120,120,120,unsignaled,0,10.0,100.0,5,"(24, 24, 24, 24, 24)","[[0.7, 0.1, 0.9, 0.5, 0.3], [0.7, 0.1, 0.9, 0.5, 0.3]]","[[0.7, 0.1, 0.9, 0.5, 0.3], [0.7, 0.1, 0.9, 0.5, 0.3]]",[],False,False,True,2.0,20.0,735425.6501488221,5,"{'tau': array([], dtype=float64), 'sigma': 10, 'signaled': 0, 'Hset': array([[0.7, 0.1, 0.9, 0.5, 0.3],
       [0.7, 0.1, 0.9, 0.5, 0.3]])}",True,True,34.5,28.5,64.5,28.5
AJ2:data4,AJ2,4,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AJ2.mat,data4,m,2000,2000,2000,unsignaled,0,10.0,100.0,5,"(400, 400, 400, 400, 400)","[[0.7, 0.1, 0.9, 0.5, 0.3], [0.7, 0.1, 0.9, 0.5, 0.3]]","[[0.7, 0.1, 0.9, 0.5, 0.3], [0.7, 0.1, 0.9, 0.5, 0.3]]",[],False,False,True,2.0,20.0,735425.6528049404,5,"{'tau': array([], dtype=float64), 'sigma': 10, 'signaled': 0, 'Hset': array([[0.7, 0.1, 0.9, 0.5, 0.3],
       [0.7, 0.1, 0.9, 0.5, 0.3]])}",True,True,34.5,28.5,64.5,28.5
AL1:data1_practice,AL1,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AL1.mat,data1_practice,f,120,120,120,unsignaled,0,12.24744871391589,150.0,5,"(24, 24, 24, 24, 24)","[[0.1, 0.3, 0.7, 0.5, 0.9], [0.1, 0.3, 0.7, 0.5, 0.9]]","[[0.1, 0.3, 0.7, 0.5, 0.9], [0.1, 0.3, 0.7, 0.5, 0.9]]",[],False,False,True,,,735418.5298119073,2,"{'sigma': 12.24744871391589, 'signaled': 0, 'Hset': array([[0.1, 0.3, 0.7, 0.5, 0.9],
       [0.1, 0.3, 0.7, 0.5, 0.9]])}",True,True,34.5,28.5,64.5,28.5
AL1:data1,AL1,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AL1.mat,data1,f,2000,2000,2000,unsignaled,0,12.24744871391589,150.0,5,"(400, 400, 400, 400, 400)","[[0.1, 0.3, 0.7, 0.5, 0.9], [0.1, 0.3, 0.7, 0.5, 0.9]]","[[0.1, 0.3, 0.7, 0.5, 0.9], [0.1, 0.3, 0.7, 0.5, 0.9]]",[],False,False,True,,,735418.532367642,2,"{'sigma': 12.24744871391589, 'signaled': 0, 'Hset': array([[0.1, 0.3, 0.7, 0.5, 0.9],
       [0.1, 0.3, 0.7, 0.5, 0.9]])}",True,True,34.5,28.5,64.5,28.5
AR2:data1_practice,AR2,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AR2.mat,data1_practice,m,120,120,120,unsignaled,0,10.0,100.0,5,"(24, 24, 24, 24, 24)","[[0.5, 0.3, 0.1, 0.9, 0.7], [0.5, 0.3, 0.1, 0.9, 0.7]]","[[0.5, 0.3, 0.1, 0.9, 0.7], [0.5, 0.3, 0.1, 0.9, 0.7]]",[],False,False,True,,,735420.5927518848,5,"{'sigma': 10, 'signaled': 0, 'Hset': array([[0.5, 0.3, 0.1, 0.9, 0.7],
       [0.5, 0.3, 0.1, 0.9, 0.7]])}",True,True,34.5,28.5,64.5,28.5
AR2:data1,AR2,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AR2.mat,data1,m,2000,2000,2000,unsignaled,0,10.0,100.0,5,"(400, 400, 400, 400, 400)","[[0.5, 0.3, 0.1, 0.9, 0.7], [0.5, 0.3, 0.1, 0.9, 0.7]]","[[0.5, 0.3, 0.1, 0.9, 0.7], [0.5, 0.3, 0.1, 0.9, 0.7]]",[],False,False,True,,,735420.595090926,5,"{'sigma': 10, 'signaled': 0, 'Hset': array([[0.5, 0.3, 0.1, 0.9, 0.7],
       [0.5, 0.3, 0.1, 0.9, 0.7]])}",True,True,34.5,28.5,64.5,28.5
AR2:data2_practice,AR2,2,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AR2.mat,data2_practice,m,120,120,120,mixed,2,10.0,100.0,2,"(60, 60)","[[0.9, 0.7], [0.9, 0.7]]","[[0.9, 0.7], [0.9, 0.7]]",[],False,False,True,,,735423.713483606,5,"{'sigma': 10, 'signaled': 2, 'Hset': array([[0.9, 0.7],
       [0.9, 0.7]])}",True,True,34.5,28.5,64.5,28.5
AR2:data2,AR2,2,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AR2.mat,data2,m,2000,2000,2000,mixed,2,10.0,100.0,2,"(1000, 1000)","[[0.9, 0.7], [0.9, 0.7]]","[[0.9, 0.7], [0.9, 0.7]]",[],False,False,True,,,735423.7164882985,5,"{'sigma': 10, 'signaled': 2, 'Hset': array([[0.9, 0.7],
       [0.9, 0.7]])}",True,True,34.5,28.5,64.5,28.5
AR2:data3_practice,AR2,3,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AR2.mat,data3_practice,m,120,120,120,mixed,2,12.24744871391589,150.0,2,"(60, 60)","[[0.7, 0.5], [0.7, 0.5]]","[[0.7, 0.5], [0.7, 0.5]]",[],False,False,True,2.0,20.0,735424.6964778692,5,"{'sigma': 12.24744871391589, 'signaled': 2, 'Hset': array([[0.7, 0.5],
       [0.7, 0.5]])}",True,True,34.5,28.5,64.5,28.5
AR2:data3,AR2,3,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AR2.mat,data3,m,2000,2000,2000,mixed,2,12.24744871391589,150.0,2,"(1000, 1000)","[[0.7, 0.5], [0.7, 0.5]]","[[0.7, 0.5], [0.7, 0.5]]",[],False,False,True,2.0,20.0,735424.6994662908,5,"{'sigma': 12.24744871391589, 'signaled': 2, 'Hset': array([[0.7, 0.5],
       [0.7, 0.5]])}",True,True,34.5,28.5,64.5,28.5
AR2:data4_practice,AR2,4,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AR2.mat,data4_practice,m,120,120,120,signaled,1,12.24744871391589,150.0,2,"(60, 60)","[[0.7, 0.9], [0.7, 0.9]]","[[0.7, 0.9], [0.7, 0.9]]",[],False,False,True,2.0,20.0,735438.7110445517,5,"{'sigma': 12.24744871391589, 'signaled': 1, 'Hset': array([[0.7, 0.9],
       [0.7, 0.9]])}",True,True,34.5,28.5,64.5,28.5
AR2:data4,AR2,4,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AR2.mat,data4,m,2000,2000,2000,signaled,1,12.24744871391589,150.0,2,"(1000, 1000)","[[0.7, 0.9], [0.7, 0.9]]","[[0.7, 0.9], [0.7, 0.9]]",[],False,False,True,2.0,20.0,735438.7156114876,5,"{'sigma': 12.24744871391589, 'signaled': 1, 'Hset': array([[0.7, 0.9],
       [0.7, 0.9]])}",True,True,34.5,28.5,64.5,28.5
AS:data1,AS,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AS.mat,data1,f,2000,2000,2000,signaled,1,10.0,100.0,5,"(400, 400, 400, 400, 400)","[[0.3, 0.7, 0.8999999999999999, 0.5, 0.1], [0.3, 0.7, 0.8999999999999999, 0.5, 0.1]]","[[0.3, 0.7, 0.8999999999999999, 0.5, 0.1], [0.3, 0.7, 0.8999999999999999, 0.5, 0.1]]","[[3.3333333333333335, 1.4285714285714286, 1.1111111111111112, 2.0, 10.0], [3.3333333333333335, 1.4285714285714286, 1.1111111111111112, 2.0, 10.0]]",False,False,True,,,,5,"{'tau': array([[ 3.33333333,  1.42857143,  1.11111111,  2.        , 10.        ],
       [ 3.33333333,  1.42857143,  1.11111111,  2.        , 10.        ]]), 'signaled': 1, 'sigma': 10, 'Hset': array([[0.3, 0.7, 0.9, 0.5, 0.1],
       [0.3, 0.7, 0.9, 0.5, 0.1]])}",True,True,34.5,27.0,64.5,27.0
AS:data2,AS,2,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AS.mat,data2,f,2000,2000,2000,signaled,1,12.24744871391589,150.0,5,"(400, 400, 400, 400, 400)","[[0.1, 0.8999999999999999, 0.5, 0.7, 0.3], [0.1, 0.8999999999999999, 0.5, 0.7, 0.3]]","[[0.1, 0.8999999999999999, 0.5, 0.7, 0.3], [0.1, 0.8999999999999999, 0.5, 0.7, 0.3]]","[[10.0, 1.1111111111111112, 2.0, 1.4285714285714286, 3.3333333333333335], [10.0, 1.1111111111111112, 2.0, 1.4285714285714286, 3.3333333333333335]]",False,False,True,,,,5,"{'tau': array([[10.        ,  1.11111111,  2.        ,  1.42857143,  3.33333333],
       [10.        ,  1.11111111,  2.        ,  1.42857143,  3.33333333]]), 'signaled': 1, 'sigma': 12.24744871391589, 'Hset': array([[0.1, 0.9, 0.5, 0.7, 0.3],
       [0.1, 0.9, 0.5, 0.7, 0.3]])}",True,True,34.5,27.0,64.5,27.0
AS:data3,AS,3,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AS.mat,data3,f,2000,2000,2000,unsignaled,0,12.24744871391589,150.0,5,"(400, 400, 400, 400, 400)","[[0.7, 0.1, 0.3, 0.5, 0.8999999999999999], [0.7, 0.1, 0.3, 0.5, 0.8999999999999999]]","[[0.7, 0.1, 0.3, 0.5, 0.8999999999999999], [0.7, 0.1, 0.3, 0.5, 0.8999999999999999]]","[[1.4285714285714286, 10.0, 3.3333333333333335, 2.0, 1.1111111111111112], [1.4285714285714286, 10.0, 3.3333333333333335, 2.0, 1.1111111111111112]]",False,False,True,,,,5,"{'tau': array([[ 1.42857143, 10.        ,  3.33333333,  2.        ,  1.11111111],
       [ 1.42857143, 10.        ,  3.33333333,  2.        ,  1.11111111]]), 'signaled': 0, 'sigma': 12.24744871391589, 'Hset': array([[0.7, 0.1, 0.3, 0.5, 0.9],
       [0.7, 0.1, 0.3, 0.5, 0.9]])}",True,True,34.5,27.0,64.5,27.0
AS:data4,AS,4,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AS.mat,data4,f,2000,2000,2000,unsignaled,0,10.0,100.0,2,"(1000, 1000)","[[0.05, 0.9500000000000001], [0.05, 0.9500000000000001]]","[[0.05, 0.9500000000000001], [0.05, 0.9500000000000001]]","[[20.0, 1.0526315789473684], [20.0, 1.0526315789473684]]",False,False,True,,,,5,"{'tau': array([[20.        ,  1.05263158],
       [20.        ,  1.05263158]]), 'signaled': 0, 'sigma': 10, 'Hset': array([[0.05, 0.95],
       [0.05, 0.95]])}",True,True,34.5,27.0,64.5,27.0
AS6:data1_practice,AS6,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AS6.mat,data1_practice,m,120,120,120,mixed,2,7.0710678118654755,50.00000000000001,2,"(60, 60)","[[0.5, 0.3], [0.5, 0.3]]","[[0.5, 0.3], [0.5, 0.3]]",[],False,False,True,1.0,20.0,735427.5839776921,5,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.5, 0.3],
       [0.5, 0.3]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AS6:data1,AS6,1,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AS6.mat,data1,m,2000,2000,2000,mixed,2,7.0710678118654755,50.00000000000001,2,"(1000, 1000)","[[0.5, 0.3], [0.5, 0.3]]","[[0.5, 0.3], [0.5, 0.3]]",[],False,False,True,1.0,20.0,735427.5883762657,5,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.5, 0.3],
       [0.5, 0.3]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AS6:data2_practice,AS6,2,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AS6.mat,data2_practice,m,120,120,120,unsignaled,0,7.0710678118654755,50.00000000000001,2,"(60, 60)","[[0.3, 0.7], [0.3, 0.7]]","[[0.3, 0.7], [0.3, 0.7]]",[],False,False,True,1.0,20.0,735430.699153089,5,"{'sigma': 7.0710678118654755, 'signaled': 0, 'Hset': array([[0.3, 0.7],
       [0.3, 0.7]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AS6:data2,AS6,2,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AS6.mat,data2,m,2000,2000,2000,unsignaled,0,7.0710678118654755,50.00000000000001,2,"(1000, 1000)","[[0.3, 0.7], [0.3, 0.7]]","[[0.3, 0.7], [0.3, 0.7]]",[],False,False,True,1.0,20.0,735430.7031769226,5,"{'sigma': 7.0710678118654755, 'signaled': 0, 'Hset': array([[0.3, 0.7],
       [0.3, 0.7]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AS6:data3_practice,AS6,3,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AS6.mat,data3_practice,m,120,120,120,signaled,1,7.0710678118654755,50.00000000000001,5,"(24, 24, 24, 24, 24)","[[0.1, 0.3, 0.7, 0.9, 0.5], [0.1, 0.3, 0.7, 0.9, 0.5]]","[[0.1, 0.3, 0.7, 0.9, 0.5], [0.1, 0.3, 0.7, 0.9, 0.5]]",[],False,False,True,1.0,20.0,735431.6983373796,5,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.1, 0.3, 0.7, 0.9, 0.5],
       [0.1, 0.3, 0.7, 0.9, 0.5]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AS6:data3,AS6,3,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AS6.mat,data3,m,2000,2000,2000,signaled,1,7.0710678118654755,50.00000000000001,5,"(400, 400, 400, 400, 400)","[[0.1, 0.3, 0.7, 0.9, 0.5], [0.1, 0.3, 0.7, 0.9, 0.5]]","[[0.1, 0.3, 0.7, 0.9, 0.5], [0.1, 0.3, 0.7, 0.9, 0.5]]",[],False,False,True,1.0,20.0,735431.701463428,5,"{'sigma': 7.0710678118654755, 'signaled': 1, 'Hset': array([[0.1, 0.3, 0.7, 0.9, 0.5],
       [0.1, 0.3, 0.7, 0.9, 0.5]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AS6:data4_practice,AS6,4,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AS6.mat,data4_practice,m,120,120,120,unsignaled,0,10.0,100.0,2,"(60, 60)","[[0.5, 0.7], [0.5, 0.7]]","[[0.5, 0.7], [0.5, 0.7]]",[],False,False,True,1.0,20.0,735432.5765863857,5,"{'sigma': 10, 'signaled': 0, 'Hset': array([[0.5, 0.7],
       [0.5, 0.7]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AS6:data4,AS6,4,False,data/Glaze_Triangles/data_2AFC/raw_data/data_AS6.mat,data4,m,2000,2000,2000,unsignaled,0,10.0,100.0,2,"(1000, 1000)","[[0.5, 0.7], [0.5, 0.7]]","[[0.5, 0.7], [0.5, 0.7]]",[],False,False,True,1.0,20.0,735432.5789596994,5,"{'sigma': 10, 'signaled': 0, 'Hset': array([[0.5, 0.7],
       [0.5, 0.7]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
AW2:data1_practice,AW2,1,True,data/Glaze_Triangles/data_2AFC/raw_data/data_AW2.mat,data1_practice,m,120,120,120,mixed,2,7.0710678118654755,50.00000000000001,2,"(60, 60)","[[0.1, 0.95], [0.1, 0.95]]","[[0.1, 0.95], [0.1, 0.95]]",[],False,False,True,1.0,20.0,735431.4005089885,7,"{'sigma': 7.0710678118654755, 'signaled': 2, 'Hset': array([[0.1 , 0.95],
       [0.1 , 0.95]]), 'reward': 1, 'penalty': 20}",True,True,34.5,28.5,64.5,28.5
